CVE_ESTADO,NOM_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
20,OAXACA,6,Fiebre tifoidea,A01.0,391,4,12,20,19,13,7,27,8,10,4,13,3,259,53,37,7,12,0,5,18,0,33,47,54,48,41,30,20,23,34,22,27,12,2017,0,14,23,22,20,22,76,16,30,13,15,0,140,251,93,14,13,5,7,0,1,7,0,166,39,24,2,5,0,4,11,0,15,18,15,21,16,8,6,10,11,8,10,2,18,29,39,27,25,22,14,13,23,14,17,10
20,OAXACA,7,Giardiasis,A07.1,766,15,77,66,58,49,22,36,23,16,8,11,0,372,35,92,51,61,7,2,146,0,46,56,97,45,89,74,56,104,48,50,72,29,2017,10,71,61,56,27,38,57,29,13,8,15,0,381,385,183,19,34,23,31,3,1,87,0,189,16,58,28,30,4,1,59,0,23,28,47,22,39,38,32,61,24,22,30,15,23,28,50,23,50,36,24,43,24,28,42,14
20,OAXACA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",170602,4211,16355,10978,7598,5421,5512,11654,4435,5079,2841,4237,108,65599,21056,12986,52349,13079,106,2656,1333,1438,13932,14650,16915,12973,18765,19890,16833,15940,10162,10688,11296,8558,2017,4585,15796,10819,7204,6483,7343,16938,5716,7338,3724,6198,29,78429,92173,29205,9673,5503,25468,5822,36,1268,692,762,36394,11383,7483,26881,7257,70,1388,641,676,6580,6775,7801,5893,8517,8985,7679,7297,4660,4928,5347,3967,7352,7875,9114,7080,10248,10905,9154,8643,5502,5760,5949,4591
20,OAXACA,178,Fiebre paratifoidea,A01.1-A01.4,138,0,0,8,10,5,5,8,1,5,2,9,0,69,2,36,25,6,0,0,0,0,7,7,20,4,10,10,20,9,25,2,10,14,2017,1,0,10,7,11,10,36,4,2,3,1,0,53,85,28,0,15,9,1,0,0,0,0,41,2,21,16,5,0,0,0,0,2,2,9,0,3,6,4,4,10,2,5,6,5,5,11,4,7,4,16,5,15,0,5,8
20,OAXACA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",4397,65,343,370,251,142,110,255,133,151,73,107,0,2837,1,895,239,153,24,0,228,20,324,404,411,383,485,424,391,502,393,285,272,123,2017,81,390,368,261,199,180,386,124,179,98,130,1,2000,2397,1323,1,372,98,66,8,0,123,9,1514,0,523,141,87,16,0,105,11,136,186,196,180,223,175,179,237,200,105,130,53,188,218,215,203,262,249,212,265,193,180,142,70
21,PUEBLA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,PUEBLA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",16993,335,1579,1389,1105,649,553,1049,360,344,199,325,4,5098,2956,478,4527,3902,9,23,0,0,1462,1451,1884,1355,1953,1566,1444,1660,1214,1119,1198,687,2017,316,1474,1497,1102,776,671,1448,483,602,257,456,20,7891,9102,2220,1407,224,2307,1713,6,14,0,0,2878,1549,254,2220,2189,3,9,0,0,675,663,897,636,877,702,662,808,592,510,551,318,787,788,987,719,1076,864,782,852,622,609,647,369
21,PUEBLA,5,Shigelosis,A03,232,1,18,11,11,14,11,15,9,7,3,1,0,40,16,2,143,29,2,0,0,0,5,11,16,10,17,116,14,13,4,7,10,9,2017,5,22,13,9,14,10,30,11,8,2,7,0,101,131,16,5,1,67,12,0,0,0,0,24,11,1,76,17,2,0,0,0,3,6,7,4,7,54,8,2,2,2,5,1,2,5,9,6,10,62,6,11,2,5,5,8
21,PUEBLA,6,Fiebre tifoidea,A01.0,235,0,2,4,11,4,7,12,11,11,8,7,0,87,1,22,112,11,1,1,0,0,34,14,6,9,20,25,7,17,14,22,57,10,2017,2,3,11,14,19,18,45,19,17,4,6,0,77,158,23,0,6,45,3,0,0,0,0,64,1,16,67,8,1,1,0,0,13,5,2,2,7,7,2,3,4,7,23,2,21,9,4,7,13,18,5,14,10,15,34,8
21,PUEBLA,7,Giardiasis,A07.1,327,2,12,21,17,39,25,21,10,2,1,2,0,114,13,1,163,22,14,0,0,0,26,21,30,21,47,32,38,22,25,28,21,16,2017,3,27,24,35,36,15,20,3,7,1,4,0,152,175,49,4,0,83,13,3,0,0,0,65,9,1,80,9,11,0,0,0,8,13,15,7,23,16,19,15,10,13,7,6,18,8,15,14,24,16,19,7,15,15,14,10
21,PUEBLA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",272328,5809,20010,14635,12286,9529,10736,24139,7861,9225,4636,6779,199,55812,68965,10390,122354,12139,69,1445,1154,0,22983,24779,31261,21841,34395,27844,24345,21843,16243,15852,17823,13119,2017,5802,19464,14901,11697,10595,12034,31345,10169,13548,6406,10467,56,125844,146484,24634,31860,4090,58515,5408,40,727,570,0,31178,37105,6300,63839,6731,29,718,584,0,10679,11464,14518,10103,15584,12659,11412,10021,7576,7338,8414,6076,12304,13315,16743,11738,18811,15185,12933,11822,8667,8514,9409,7043
21,PUEBLA,178,Fiebre paratifoidea,A01.1-A01.4,332,0,3,9,9,13,13,32,18,22,6,7,0,122,4,35,155,16,0,0,0,0,25,57,34,22,42,49,37,18,16,6,11,15,2017,0,4,7,12,21,27,68,25,17,7,12,0,132,200,52,2,9,67,2,0,0,0,0,70,2,26,88,14,0,0,0,0,8,19,14,12,19,20,13,6,7,1,7,6,17,38,20,10,23,29,24,12,9,5,4,9
21,PUEBLA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",3932,63,267,339,274,184,123,233,81,105,49,87,1,1492,61,684,1402,290,3,0,0,0,465,217,371,409,412,282,371,439,282,248,266,170,2017,65,288,282,270,190,136,402,116,187,74,116,0,1806,2126,675,33,278,688,132,0,0,0,0,817,28,406,714,158,3,0,0,0,236,108,174,194,183,108,155,220,134,118,106,70,229,109,197,215,229,174,216,219,148,130,160,100
22,QUERÉTARO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,QUERÉTARO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",1204,14,86,73,50,36,38,115,12,36,10,25,0,603,421,79,98,0,3,0,0,0,89,83,128,92,147,131,91,120,83,95,99,46,2017,18,94,96,41,35,58,194,52,56,27,38,0,495,709,225,175,40,53,0,2,0,0,0,378,246,39,45,0,1,0,0,0,38,31,50,37,58,54,33,56,38,37,47,16,51,52,78,55,89,77,58,64,45,58,52,30
22,QUERÉTARO,5,Shigelosis,A03,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,QUERÉTARO,6,Fiebre tifoidea,A01.0,52,0,0,3,1,1,1,11,1,1,3,0,0,12,26,0,13,0,1,0,0,0,5,3,6,2,6,6,2,5,7,4,3,3,2017,0,1,1,1,2,4,17,2,1,1,0,0,22,30,2,13,0,7,0,0,0,0,0,10,13,0,6,0,1,0,0,0,2,1,3,1,2,3,0,2,4,1,2,1,3,2,3,1,4,3,2,3,3,3,1,2
22,QUERÉTARO,7,Giardiasis,A07.1,73,0,5,13,3,3,2,4,1,0,1,0,0,53,14,0,4,0,0,0,2,0,3,5,7,3,10,3,6,7,8,10,7,4,2017,0,12,2,6,2,3,8,1,4,0,3,0,32,41,26,5,0,1,0,0,0,0,0,27,9,0,3,0,0,0,2,0,1,1,4,2,6,3,2,3,3,5,1,1,2,4,3,1,4,0,4,4,5,5,6,3
22,QUERÉTARO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",101736,2219,8233,5295,3776,2984,4584,11398,2502,2884,1229,1952,0,22501,43544,5889,28104,192,1177,0,329,0,5563,6199,10122,8548,11793,11809,10031,11337,7721,6200,6904,5509,2017,1942,7367,5095,3368,3374,5318,14797,3564,4845,1882,3128,0,47056,54680,10479,20046,2185,13594,80,512,0,160,0,12022,23498,3704,14510,112,665,0,169,0,2633,2921,4679,3943,5294,5392,4589,5318,3599,2826,3248,2614,2930,3278,5443,4605,6499,6417,5442,6019,4122,3374,3656,2895
22,QUERÉTARO,178,Fiebre paratifoidea,A01.1-A01.4,11,0,0,1,1,0,0,2,0,0,0,0,0,5,0,2,4,0,0,0,0,0,2,2,3,0,0,1,0,0,2,0,1,0,2017,0,0,1,1,0,0,1,2,2,0,0,0,4,7,2,0,0,2,0,0,0,0,0,3,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,2,0,0,0
22,QUERÉTARO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",395,10,41,32,21,8,5,21,6,14,8,6,0,207,1,125,59,0,3,0,0,0,15,58,43,22,36,49,27,46,23,28,31,17,2017,10,55,21,17,7,14,39,9,25,11,15,0,172,223,93,1,51,26,0,1,0,0,0,114,0,74,33,0,2,0,0,0,5,21,20,12,16,27,10,25,9,12,6,9,10,37,23,10,20,22,17,21,14,16,25,8
23,QUINTANA ROO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,QUINTANA ROO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",4998,86,476,415,308,190,243,419,126,84,47,58,0,1494,1091,813,1553,0,0,0,43,4,371,429,577,352,507,450,390,583,386,318,412,223,2017,99,477,408,274,198,198,500,122,140,52,77,1,2452,2546,685,554,433,755,0,0,0,23,2,809,537,380,798,0,0,0,20,2,174,200,264,168,269,239,193,268,197,166,205,109,197,229,313,184,238,211,197,315,189,152,207,114
23,QUINTANA ROO,5,Shigelosis,A03,7,0,1,0,1,0,2,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,0,2017,0,0,3,0,0,0,0,0,0,0,0,0,4,3,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
23,QUINTANA ROO,6,Fiebre tifoidea,A01.0,5,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2017,0,1,1,0,1,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
23,QUINTANA ROO,7,Giardiasis,A07.1,249,1,28,30,12,7,3,8,1,1,1,2,0,34,74,49,92,0,0,0,0,0,19,22,28,22,22,19,14,26,18,14,29,16,2017,6,32,27,55,12,2,11,1,2,3,4,0,94,155,14,34,1,45,0,0,0,0,0,20,40,48,47,0,0,0,0,0,5,8,11,8,6,7,4,12,8,7,11,7,14,14,17,14,16,12,10,14,10,7,18,9
23,QUINTANA ROO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",112283,2421,7725,6138,4638,4487,6435,12523,3495,3739,1737,1374,39,19978,30765,3514,57542,0,0,0,120,364,7103,8388,10960,7832,11459,9694,10120,11977,8475,8807,10350,7118,2017,2429,7453,6036,4514,4676,6805,14157,3958,3847,1969,1681,7,54751,57532,9264,14864,1646,28753,0,0,0,51,173,10714,15901,1868,28789,0,0,0,69,191,3416,4147,5399,3821,5451,4846,4906,5774,4185,4258,4970,3578,3687,4241,5561,4011,6008,4848,5214,6203,4290,4549,5380,3540
23,QUINTANA ROO,178,Fiebre paratifoidea,A01.1-A01.4,96,0,0,0,1,10,18,11,1,0,0,1,0,0,0,89,7,0,0,0,0,0,13,10,9,8,6,6,5,9,9,9,8,4,2017,0,0,1,3,12,29,7,2,0,0,0,0,42,54,0,0,40,2,0,0,0,0,0,0,0,49,5,0,0,0,0,0,7,5,4,1,3,3,3,3,5,3,3,2,6,5,5,7,3,3,2,6,4,6,5,2
23,QUINTANA ROO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1249,22,140,133,83,49,43,73,18,32,8,13,0,686,15,0,545,0,0,0,0,3,115,122,164,72,132,81,100,88,77,91,142,65,2017,32,163,80,96,65,60,88,19,13,8,11,0,614,635,309,8,0,295,0,0,0,0,2,377,7,0,250,0,0,0,0,1,49,56,81,34,68,49,48,36,38,49,73,33,66,66,83,38,64,32,52,52,39,42,69,32
24,SAN LUIS POTOSÍ,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,SAN LUIS POTOSÍ,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",5649,62,410,395,344,209,183,328,125,152,80,136,0,1768,800,511,1911,659,0,0,0,0,363,432,519,382,563,483,528,667,502,537,456,217,2017,57,471,542,367,281,208,573,187,245,112,182,0,2424,3225,695,375,207,859,288,0,0,0,0,1073,425,304,1052,371,0,0,0,0,131,200,207,164,253,208,219,297,223,222,198,102,232,232,312,218,310,275,309,370,279,315,258,115
24,SAN LUIS POTOSÍ,5,Shigelosis,A03,74,0,9,5,1,3,1,5,2,2,0,0,0,58,4,0,7,5,0,0,0,0,12,8,10,8,8,3,4,7,4,2,7,1,2017,2,7,8,5,0,3,14,1,3,0,3,0,28,46,19,3,0,5,1,0,0,0,0,39,1,0,2,4,0,0,0,0,3,2,3,1,6,2,3,3,2,0,2,1,9,6,7,7,2,1,1,4,2,2,5,0
24,SAN LUIS POTOSÍ,6,Fiebre tifoidea,A01.0,374,0,5,5,14,12,5,30,6,7,1,7,0,248,1,45,65,6,0,9,0,0,21,28,47,54,51,33,29,35,20,26,23,7,2017,0,3,13,28,40,18,100,19,38,8,15,0,92,282,52,0,12,27,1,0,0,0,0,196,1,33,38,5,0,9,0,0,5,8,10,19,11,9,4,9,6,6,5,0,16,20,37,35,40,24,25,26,14,20,18,7
24,SAN LUIS POTOSÍ,7,Giardiasis,A07.1,477,4,64,47,35,13,11,23,7,9,3,7,0,304,43,10,99,17,0,4,0,0,23,35,38,69,62,40,39,63,39,28,20,21,2017,4,32,44,27,25,23,41,19,23,7,9,0,223,254,132,28,4,45,10,0,4,0,0,172,15,6,54,7,0,0,0,0,12,13,20,32,30,15,23,34,15,12,8,9,11,22,18,37,32,25,16,29,24,16,12,12
24,SAN LUIS POTOSÍ,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",142451,3676,13018,8616,6380,4750,5357,11517,3502,4097,2110,3453,0,25410,35818,9863,60898,10116,0,199,147,0,9403,9751,14707,14128,18192,12712,10743,14865,10563,10500,10877,6010,2017,3626,12526,8322,5562,5143,6276,15341,4729,6598,2753,5099,0,66476,75975,11707,16689,3919,29293,4702,0,100,66,0,13703,19129,5944,31605,5414,0,99,81,0,4493,4561,6871,6556,8496,5843,5018,6981,4984,4878,4908,2887,4910,5190,7836,7572,9696,6869,5725,7884,5579,5622,5969,3123
24,SAN LUIS POTOSÍ,178,Fiebre paratifoidea,A01.1-A01.4,70,0,0,2,2,0,7,6,2,1,0,1,0,40,0,3,26,1,0,0,0,0,4,10,3,6,9,7,5,5,5,4,7,5,2017,0,2,0,2,5,4,23,5,5,0,3,0,21,49,6,0,2,13,0,0,0,0,0,34,0,1,13,1,0,0,0,0,1,5,2,2,5,0,0,1,1,1,2,1,3,5,1,4,4,7,5,4,4,3,5,4
24,SAN LUIS POTOSÍ,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",3627,46,236,235,201,175,166,194,156,146,102,80,0,852,0,147,2474,154,0,0,0,0,76,130,153,289,500,395,325,524,389,338,330,178,2017,67,274,247,186,195,229,229,151,152,97,63,0,1737,1890,384,0,61,1230,62,0,0,0,0,468,0,86,1244,92,0,0,0,0,31,62,80,137,227,179,168,243,191,153,176,90,45,68,73,152,273,216,157,281,198,185,154,88
25,SINALOA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,SINALOA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",12666,164,911,1050,819,443,433,792,338,472,241,276,1,2322,1934,771,7036,236,233,5,42,87,789,751,1415,892,1422,1242,975,1282,1076,1147,1071,604,2017,225,994,957,757,567,547,1187,502,469,227,294,0,5940,6726,934,883,332,3515,102,110,1,21,42,1388,1051,439,3521,134,123,4,21,45,356,360,666,408,648,597,433,607,489,533,532,311,433,391,749,484,774,645,542,675,587,614,539,293
25,SINALOA,5,Shigelosis,A03,86,2,4,3,1,4,8,4,5,2,1,0,0,6,12,3,61,1,3,0,0,0,17,1,3,0,4,3,3,13,10,1,24,7,2017,3,7,3,5,6,6,13,5,2,2,0,0,34,52,3,4,0,26,0,1,0,0,0,3,8,3,35,1,2,0,0,0,8,0,2,0,2,2,0,7,3,0,8,2,9,1,1,0,2,1,3,6,7,1,16,5
25,SINALOA,6,Fiebre tifoidea,A01.0,9846,3,40,124,194,218,394,837,347,369,157,209,0,4330,1194,528,3704,29,58,3,0,0,825,783,969,622,914,781,770,878,751,1073,961,519,2017,7,49,122,291,497,1030,2658,874,854,252,319,1,2892,6954,972,282,182,1428,10,17,1,0,0,3358,912,346,2276,19,41,2,0,0,264,224,271,196,258,187,203,258,250,347,257,177,561,559,698,426,656,594,567,620,501,726,704,342
25,SINALOA,7,Giardiasis,A07.1,2539,18,208,248,185,90,138,149,74,61,21,47,1,350,143,26,1945,14,20,2,0,39,152,141,255,190,244,209,245,244,248,246,264,101,2017,23,317,228,164,86,101,184,54,92,23,27,0,1240,1299,138,74,7,991,5,7,1,0,17,212,69,19,954,9,13,1,0,22,63,78,122,82,110,111,109,119,136,133,131,46,89,63,133,108,134,98,136,125,112,113,133,55
25,SINALOA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",156793,4793,13478,8649,6681,5057,6044,12374,4393,4926,2782,4745,52,23878,40183,11883,73661,3485,2207,154,953,389,9536,12149,16665,15619,17526,11887,11008,15426,15297,12882,10942,7856,2017,4631,12512,8429,5974,5665,6909,15840,5563,7473,3608,6203,12,73974,82819,10967,18178,5081,36345,1634,1072,61,460,176,12911,22005,6802,37316,1851,1135,93,493,213,4387,5845,7823,7263,8207,5641,5194,7269,7374,6033,5133,3805,5149,6304,8842,8356,9319,6246,5814,8157,7923,6849,5809,4051
25,SINALOA,178,Fiebre paratifoidea,A01.1-A01.4,1931,0,8,12,27,51,165,274,120,98,37,33,0,74,171,62,1601,2,21,0,0,0,161,126,131,113,161,117,112,315,168,162,221,144,2017,3,8,17,35,143,224,348,148,109,32,39,0,825,1106,20,54,16,728,1,6,0,0,0,54,117,46,873,1,15,0,0,0,69,54,55,49,83,46,42,150,58,67,89,63,92,72,76,64,78,71,70,165,110,95,132,81
25,SINALOA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",5839,60,459,520,381,236,218,300,179,166,137,90,0,216,2,1035,4137,114,122,0,57,156,311,427,557,494,802,400,460,432,517,446,579,414,2017,86,613,495,289,238,266,473,224,194,118,97,0,2746,3093,101,1,478,1936,58,59,0,25,88,115,1,557,2201,56,63,0,32,68,146,216,258,256,395,206,180,221,225,220,217,206,165,211,299,238,407,194,280,211,292,226,362,208
26,SONORA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,SONORA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",2208,39,195,154,112,77,61,154,39,59,16,41,0,779,956,68,397,2,0,0,0,6,180,165,230,182,256,173,140,218,205,156,184,119,2017,41,175,182,182,109,74,213,62,104,44,75,0,947,1261,330,415,29,168,1,0,0,0,4,449,541,39,229,1,0,0,0,2,80,75,94,77,111,78,50,97,86,56,95,48,100,90,136,105,145,95,90,121,119,100,89,71
26,SONORA,5,Shigelosis,A03,73,3,0,6,6,5,3,8,1,3,0,0,0,13,31,0,29,0,0,0,0,0,5,2,7,4,9,8,1,2,0,27,5,3,2017,0,5,4,2,2,4,14,4,0,2,1,0,35,38,8,11,0,16,0,0,0,0,0,5,20,0,13,0,0,0,0,0,3,0,3,1,4,4,0,2,0,13,4,1,2,2,4,3,5,4,1,0,0,14,1,2
26,SONORA,6,Fiebre tifoidea,A01.0,136,2,5,3,4,0,2,13,2,4,2,1,0,58,50,11,14,0,0,0,0,3,5,28,19,9,10,8,6,4,14,9,13,11,2017,3,4,4,7,11,6,35,10,12,4,2,0,38,98,15,10,4,7,0,0,0,0,2,43,40,7,7,0,0,0,0,1,2,11,4,2,4,1,2,1,6,1,3,1,3,17,15,7,6,7,4,3,8,8,10,10
26,SONORA,7,Giardiasis,A07.1,513,3,65,44,30,51,16,15,3,7,5,4,0,186,84,44,197,0,0,0,0,2,40,35,57,33,73,33,49,57,53,26,29,28,2017,0,56,47,53,43,13,23,10,10,1,14,0,243,270,89,37,20,95,0,0,0,0,2,97,47,24,102,0,0,0,0,0,18,14,32,14,33,15,27,19,23,18,14,16,22,21,25,19,40,18,22,38,30,8,15,12
26,SONORA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",147009,5023,12581,6758,4816,3789,5450,14495,3910,4227,2160,3940,64,32333,63593,9003,40590,178,0,0,957,355,7306,6870,12747,15464,20791,14233,11519,17937,12241,10285,10641,6975,2017,4646,11556,6401,4497,4796,6740,19585,5584,6882,3151,5922,36,67213,79796,14990,28661,3785,19125,63,0,0,440,149,17343,34932,5218,21465,115,0,0,517,206,3331,3178,5857,7113,9349,6439,5265,8230,5690,4645,4853,3263,3975,3692,6890,8351,11442,7794,6254,9707,6551,5640,5788,3712
